P-ID,Sale Price (Euro),Stamp Duty (Euro),Total Amount (Euro)
4439913,135000.0,"1,350","136,350"
4452119,395000.0,"3,950","398,950"
4324747,995000.0,"9,950","1,004,950"
4429606,289950.0,"2,899","292,849"
4444084,515000.0,"5,150","520,150"
4457967,450000.0,"4,500","454,500"
4459662,315000.0,"3,150","318,150"
4451949,125000.0,"1,250","126,250"
4453112,160000.0,"1,600","161,600"
4468840,475000.0,"4,750","479,750"
4459310,360000.0,"3,600","363,600"
4460962,149000.0,"1,490","150,490"
4440110,475000.0,"4,750","479,750"
4467820,225000.0,"2,250","227,250"
4463964,210000.0,"2,100","212,100"
4460944,220000.0,"2,200","222,200"
4462952,279950.0,"2,799","282,749"
4441774,715000.0,"7,150","722,150"
4463232,335000.0,"3,350","338,350"
4465869,325000.0,"3,250","328,250"
4461359,230000.0,"2,300","232,300"
4467125,225000.0,"2,250","227,250"
4467006,225000.0,"2,250","227,250"
4454416,244999.0,"2,449","247,448"
4438019,165000.0,"1,650","166,650"
4443866,105000.0,"1,050","106,050"
4465420,195000.0,"1,950","196,950"
4289312,159000.0,"1,590","160,590"
4442160,175000.0,"1,750","176,750"
4458858,160000.0,"1,600","161,600"
4418838,230000.0,"2,300","232,300"
4461978,175000.0,"1,750","176,750"
4461388,950000.0,"9,500","959,500"
4448221,575000.0,"5,750","580,750"
4465390,267000.0,"2,670","269,670"
4468501,290000.0,"2,900","292,900"
4468908,375000.0,"3,750","378,750"
4457088,"90,000",,
4451269,"285,000",,
4463687,245000.0,"2,450","247,450"
4457056,795000.0,"7,950","802,950"
4468555,595000.0,"5,950","600,950"
4466649,285000.0,"2,850","287,850"
4443927,POA ,,
4458007,225000.0,"2,250","227,250"
4456012,175000.0,"1,750","176,750"
4454374,"495,000",,
4465421,295000.0,"2,950","297,950"
4463939,300000.0,"3,000","303,000"
4431086,250000.0,"2,500","252,500"
4468309,450000.0,"4,500","454,500"
4462403,595000.0,"5,950","600,950"
4457076,235000.0,"2,350","237,350"
4459659,175000.0,"1,750","176,750"
4465221,480000.0,"4,800","484,800"
4448121,267500.0,"2,675","270,175"
4451337,350000.0,"3,500","353,500"
4441360,475000.0,"4,750","479,750"
4466435,435000.0,"4,350","439,350"
4462542,330000.0,"3,300","333,300"
4451382,265000.0,"2,650","267,650"
4418898,169000.0,"1,690","170,690"
4452182,160000.0,"1,600","161,600"
4444008,380000.0,"3,800","383,800"
4461396,164950.0,"1,649","166,599"
4418322,349000.0,"3,490","352,490"
4404866,230000.0,"2,300","232,300"
4444804,150000.0,"1,500","151,500"
4467745,535000.0,"5,350","540,350"
4464659,350000.0,"3,500","353,500"
4451300,295000.0,"2,950","297,950"
4450031,210000.0,"2,100","212,100"
4444387,195000.0,"1,950","196,950"
4462962,449950.0,"4,499","454,449"
4453727,249950.0,"2,499","252,449"
4442929,525000.0,"5,250","530,250"
4457118,425000.0,"4,250","429,250"
4440775,735000.0,"7,350","742,350"
4458971,175000.0,"1,750","176,750"
4449569,369950.0,"3,699","373,649"
4450379,95000.0,950,"95,950"
4467084,320000.0,"3,200","323,200"
4462277,425000.0,"4,250","429,250"
4319833,280000.0,"2,800","282,800"
4453481,2000000.0,"30,000","2,030,000"
4450622,220000.0,"2,200","222,200"
4461616,285000.0,"2,850","287,850"
4438053,265000.0,"2,650","267,650"
4452054,269000.0,"2,690","271,690"
4451182,295000.0,"2,950","297,950"
4453972,150000.0,"1,500","151,500"
3120029,175000.0,"1,750","176,750"
4446666,180000.0,"1,800","181,800"
4468387,205000.0,"2,050","207,050"
4468497,235000.0,"2,350","237,350"
4467324,159000.0,"1,590","160,590"
4460642,200000.0,"2,000","202,000"
4465416,79900.0,799,"80,699"
4447381,149000.0,"1,490","150,490"
4438017,585000.0,"5,850","590,850"
4454224,235000.0,"2,350","237,350"
4459005,320000.0,"3,200","323,200"
4460917,370000.0,"3,700","373,700"
4448798,240000.0,"2,400","242,400"
4453563,475000.0,"4,750","479,750"
4453434,260000.0,"2,600","262,600"
4446254,259950.0,"2,599","262,549"
4416612,260000.0,"2,600","262,600"
4383839,339000.0,"3,390","342,390"
4465400,375000.0,"3,750","378,750"
4421876,799000.0,"7,990","806,990"
4464253,185000.0,"1,850","186,850"
4464172,369000.0,"3,690","372,690"
4465152,290000.0,"2,900","292,900"
4353168,89000.0,890,"89,890"
4438076,210000.0,"2,100","212,100"
4452901,745000.0,"7,450","752,450"
4466610,"55,000",,
4463046,350000.0,"3,500","353,500"
4424952,350000.0,"3,500","353,500"
4453476,145000.0,"1,450","146,450"
4444618,245000.0,"2,450","247,450"
4455779,110000.0,"1,100","111,100"
4463209,210000.0,"2,100","212,100"
4468259,740000.0,"7,400","747,400"
4458316,170000.0,"1,700","171,700"
4439489,190000.0,"1,900","191,900"
4455329,2500000.0,"40,000","2,540,000"
4442314,400000.0,"4,000","404,000"
4467338,295000.0,"2,950","297,950"
4466846,330000.0,"3,300","333,300"
4415311,215000.0,"2,150","217,150"
4468949,120000.0,"1,200","121,200"
4420451,165000.0,"1,650","166,650"
4365164,215000.0,"2,150","217,150"
4452532,265000.0,"2,650","267,650"
4454292,315000.0,"3,150","318,150"
4464771,325000.0,"3,250","328,250"
4467280,335000.0,"3,350","338,350"
4439495,500000.0,"5,000","505,000"
4309919,"1,375,000",,
4421799,270000.0,"2,700","272,700"
4432845,150000.0,"1,500","151,500"
4443381,575000.0,"5,750","580,750"
4465401,225000.0,"2,250","227,250"
4467466,475000.0,"4,750","479,750"
4411727,775000.0,"7,750","782,750"
4463680,545000.0,"5,450","550,450"
4465677,295000.0,"2,950","297,950"
4422288,320000.0,"3,200","323,200"
4465097,295000.0,"2,950","297,950"
4457122,150000.0,"1,500","151,500"
4451399,90000.0,900,"90,900"
4461283,250000.0,"2,500","252,500"
4464809,159950.0,"1,599","161,549"
4461876,"225,000",,
4419099,150000.0,"1,500","151,500"
4465404,650000.0,"6,500","656,500"
4445314,274950.0,"2,749","277,699"
4459491,775000.0,"7,750","782,750"
4462299,290000.0,"2,900","292,900"
4467559,255000.0,"2,550","257,550"
4439624,399000.0,"3,990","402,990"
4432705,650000.0,"6,500","656,500"
4438521,695000.0,"6,950","701,950"
4464622,365000.0,"3,650","368,650"
4451323,189000.0,"1,890","190,890"
4463794,285000.0,"2,850","287,850"
4431605,195000.0,"1,950","196,950"
4456603,135000.0,"1,350","136,350"
4441580,160000.0,"1,600","161,600"
4436258,95000.0,950,"95,950"
4340951,370000.0,"3,700","373,700"
4454785,130000.0,"1,300","131,300"
4455744,495000.0,"4,950","499,950"
4458542,420000.0,"4,200","424,200"
4452398,300000.0,"3,000","303,000"
4460583,1750000.0,"25,000","1,775,000"
4445024,167000.0,"1,670","168,670"
4459378,220000.0,"2,200","222,200"
4420785,POA ,,
4457923,395000.0,"3,950","398,950"
4451684,210000.0,"2,100","212,100"
4462334,545000.0,"5,450","550,450"
4457621,495000.0,"4,950","499,950"
4465820,245000.0,"2,450","247,450"
4464713,245000.0,"2,450","247,450"
4463356,300000.0,"3,000","303,000"
4459991,1350000.0,"17,000","1,367,000"
4464670,599950.0,"5,999","605,949"
4356492,599950.0,"5,999","605,949"
4438260,350000.0,"3,500","353,500"
4461246,340000.0,"3,400","343,400"
4452142,445000.0,"4,450","449,450"
4454181,330000.0,"3,300","333,300"
4463747,650000.0,"6,500","656,500"
4432999,185000.0,"1,850","186,850"
4460555,185000.0,"1,850","186,850"
4463132,1250000.0,"15,000","1,265,000"
4450452,4350000.0,"77,000","4,427,000"
4438622,224950.0,"2,249","227,199"
4444605,105000.0,"1,050","106,050"
4434822,330000.0,"3,300","333,300"
4462160,260000.0,"2,600","262,600"
4419503,289000.0,"2,890","291,890"
4457170,265000.0,"2,650","267,650"
4459687,399950.0,"3,999","403,949"
4396030,175000.0,"1,750","176,750"
4464524,515000.0,"5,150","520,150"
4461013,339000.0,"3,390","342,390"
4441603,320000.0,"3,200","323,200"
4434656,125000.0,"1,250","126,250"
4463611,225000.0,"2,250","227,250"
4433719,329000.0,"3,290","332,290"
4468198,285000.0,"2,850","287,850"
4416581,350000.0,"3,500","353,500"
4383293,1495000.0,"19,900","1,514,900"
4462456,135000.0,"1,350","136,350"
4452915,345000.0,"3,450","348,450"
4467685,650000.0,"6,500","656,500"
4464798,360000.0,"3,600","363,600"
4412265,149900.0,"1,499","151,399"
4462820,230000.0,"2,300","232,300"
4311786,195000.0,"1,950","196,950"
4463663,375000.0,"3,750","378,750"
4458124,595000.0,"5,950","600,950"
4450164,695000.0,"6,950","701,950"
4462689,239950.0,"2,399","242,349"
4449523,239950.0,"2,399","242,349"
4460816,189000.0,"1,890","190,890"
4422210,125000.0,"1,250","126,250"
4458889,1500000.0,"20,000","1,520,000"
4414601,120000.0,"1,200","121,200"
4429906,POA ,,
4464167,210000.0,"2,100","212,100"
4445046,190000.0,"1,900","191,900"
4438025,170000.0,"1,700","171,700"
4460211,224950.0,"2,249","227,199"
4377961,325000.0,"3,250","328,250"
4449389,630000.0,"6,300","636,300"
4464059,240000.0,"2,400","242,400"
4468141,70000.0,700,"70,700"
4453417,278000.0,"2,780","280,780"
4462630,250000.0,"2,500","252,500"
4463437,330000.0,"3,300","333,300"
4450042,"700,000",,
4392512,350000.0,"3,500","353,500"
4417734,145000.0,"1,450","146,450"
4433297,550000.0,"5,500","555,500"
4451032,395000.0,"3,950","398,950"
4468084,369950.0,"3,699","373,649"
4461366,395000.0,"3,950","398,950"
4417673,900000.0,"9,000","909,000"
4461625,270000.0,"2,700","272,700"
4447308,440000.0,"4,400","444,400"
4464437,"400,000",,
4455028,345000.0,"3,450","348,450"
4440682,569950.0,"5,699","575,649"
4468586,30000.0,300,"30,300"
4335465,170000.0,"1,700","171,700"
4462227,645000.0,"6,450","651,450"
4462129,240000.0,"2,400","242,400"
4468585,30000.0,300,"30,300"
4456599,425000.0,"4,250","429,250"
4453941,445000.0,"4,450","449,450"
4364839,695000.0,"6,950","701,950"
4354697,395000.0,"3,950","398,950"
4383023,POA ,,
4463755,250000.0,"2,500","252,500"
4457538,465000.0,"4,650","469,650"
4460091,365000.0,"3,650","368,650"
4468518,185000.0,"1,850","186,850"
4339255,399000.0,"3,990","402,990"
4425367,99000.0,990,"99,990"
4445079,100000.0,"1,000","101,000"
4459118,140000.0,"1,400","141,400"
4415263,290000.0,"2,900","292,900"
4446562,500000.0,"5,000","505,000"
4421916,2500000.0,"40,000","2,540,000"
4292169,315000.0,"3,150","318,150"
4454546,175000.0,"1,750","176,750"
4421974,255000.0,"2,550","257,550"
4448963,POA ,,
4454040,475000.0,"4,750","479,750"
4456635,POA ,,
4333074,265000.0,"2,650","267,650"
4420135,POA ,,
4346570,1125000.0,"12,500","1,137,500"
4327246,925000.0,"9,250","934,250"
4256695,475000.0,"4,750","479,750"
4465730,155000.0,"1,550","156,550"
4464651,100000.0,"1,000","101,000"
4468609,385000.0,"3,850","388,850"
4430162,350000.0,"3,500","353,500"
4457072,245000.0,"2,450","247,450"
4468710,499000.0,"4,990","503,990"
4440282,205000.0,"2,050","207,050"
4467668,220000.0,"2,200","222,200"
4438941,325000.0,"3,250","328,250"
4439346,249950.0,"2,499","252,449"
4462324,150000.0,"1,500","151,500"
4458102,155000.0,"1,550","156,550"
4438417,200000.0,"2,000","202,000"
4465021,125000.0,"1,250","126,250"
4455115,190000.0,"1,900","191,900"
4455628,395000.0,"3,950","398,950"
4460561,375000.0,"3,750","378,750"
4465532,595000.0,"5,950","600,950"
4461082,95000.0,950,"95,950"
4464078,180000.0,"1,800","181,800"
4434234,399000.0,"3,990","402,990"
4463364,695000.0,"6,950","701,950"
4445812,230000.0,"2,300","232,300"
4467696,150000.0,"1,500","151,500"
4450478,229000.0,"2,290","231,290"
4466031,200000.0,"2,000","202,000"
4447958,250000.0,"2,500","252,500"
4369565,245000.0,"2,450","247,450"
4438635,115000.0,"1,150","116,150"
4362020,685000.0,"6,850","691,850"
4429540,275000.0,"2,750","277,750"
4466403,275000.0,"2,750","277,750"
4419885,275000.0,"2,750","277,750"
4419274,450000.0,"4,500","454,500"
4352403,120000.0,"1,200","121,200"
4418599,475000.0,"4,750","479,750"
4444748,300000.0,"3,000","303,000"
4463946,525000.0,"5,250","530,250"
4437573,250000.0,"2,500","252,500"
4463795,1250000.0,"15,000","1,265,000"
4462164,200000.0,"2,000","202,000"
4454997,190000.0,"1,900","191,900"
4466774,240000.0,"2,400","242,400"
4465417,250000.0,"2,500","252,500"
4432857,130000.0,"1,300","131,300"
4464957,195000.0,"1,950","196,950"
4466322,75000.0,750,"75,750"
4466323,275000.0,"2,750","277,750"
4447920,775000.0,"7,750","782,750"
4430886,310000.0,"3,100","313,100"
4468167,300000.0,"3,000","303,000"
4416359,225000.0,"2,250","227,250"
4459821,445000.0,"4,450","449,450"
4412633,1175000.0,"13,500","1,188,500"
4459822,795000.0,"7,950","802,950"
4433868,98000.0,980,"98,980"
4468429,132500.0,"1,325","133,825"
4437269,69500.0,695,"70,195"
4453486,475000.0,"4,750","479,750"
4466993,334950.0,"3,349","338,299"
4449916,345000.0,"3,450","348,450"
4434555,320000.0,"3,200","323,200"
4459850,1100000.0,"12,000","1,112,000"
4437035,265000.0,"2,650","267,650"
4463057,175000.0,"1,750","176,750"
4454843,339000.0,"3,390","342,390"
4376976,875000.0,"8,750","883,750"
4464204,375000.0,"3,750","378,750"
4435841,350000.0,"3,500","353,500"
4456710,1595000.0,"21,900","1,616,900"
4464179,"475,000",,
4465929,595000.0,"5,950","600,950"
4449184,"119,000",,
4467173,120000.0,"1,200","121,200"
4445896,95000.0,950,"95,950"
4441171,150000.0,"1,500","151,500"
4463214,1250000.0,"15,000","1,265,000"
4436688,279000.0,"2,790","281,790"
4457006,1250000.0,"15,000","1,265,000"
4444774,275000.0,"2,750","277,750"
4461597,190000.0,"1,900","191,900"
4461399,90000.0,900,"90,900"
4462850,410000.0,"4,100","414,100"
4468432,350000.0,"3,500","353,500"
4445144,385000.0,"3,850","388,850"
4451989,150000.0,"1,500","151,500"
4457526,165000.0,"1,650","166,650"
4459794,485000.0,"4,850","489,850"
4460713,300000.0,"3,000","303,000"
4434949,145000.0,"1,450","146,450"
4455000,475000.0,"4,750","479,750"
4412533,274950.0,"2,749","277,699"
4439217,125000.0,"1,250","126,250"
4453651,299950.0,"2,999","302,949"
4450753,465000.0,"4,650","469,650"
4465554,290000.0,"2,900","292,900"
4463248,380000.0,"3,800","383,800"
4447553,105000.0,"1,050","106,050"
4432037,170000.0,"1,700","171,700"
4461883,129950.0,"1,299","131,249"
4447439,90000.0,900,"90,900"
4465967,280000.0,"2,800","282,800"
4454680,1125000.0,"12,500","1,137,500"
4457060,145000.0,"1,450","146,450"
4416724,209500.0,"2,095","211,595"
4456269,255000.0,"2,550","257,550"
4465663,1150000.0,"13,000","1,163,000"
4440142,90000.0,900,"90,900"
4433859,239000.0,"2,390","241,390"
4442992,1250000.0,"15,000","1,265,000"
4436646,285000.0,"2,850","287,850"
4435649,239000.0,"2,390","241,390"
4460127,275000.0,"2,750","277,750"
4460541,700000.0,"7,000","707,000"
4466265,198000.0,"1,980","199,980"
4465771,1200000.0,"14,000","1,214,000"
4461573,115000.0,"1,150","116,150"
4437340,625000.0,"6,250","631,250"
4443102,595000.0,"5,950","600,950"
4448054,590000.0,"5,900","595,900"
4459616,250000.0,"2,500","252,500"
4465926,575000.0,"5,750","580,750"
4466042,130000.0,"1,300","131,300"
4448143,175000.0,"1,750","176,750"
4464864,160000.0,"1,600","161,600"
4448259,450000.0,"4,500","454,500"
4463694,1550000.0,"21,000","1,571,000"
4414357,995000.0,"9,950","1,004,950"
4421969,180000.0,"1,800","181,800"
4453853,200000.0,"2,000","202,000"
4441770,580000.0,"5,800","585,800"
4435771,390000.0,"3,900","393,900"
4461939,500000.0,"5,000","505,000"
4467509,295000.0,"2,950","297,950"
4465408,199000.0,"1,990","200,990"
4458145,255000.0,"2,550","257,550"
4381153,149000.0,"1,490","150,490"
4465691,164950.0,"1,649","166,599"
4432256,220000.0,"2,200","222,200"
4461470,139000.0,"1,390","140,390"
4457052,730000.0,"7,300","737,300"
4441377,130000.0,"1,300","131,300"
4460557,200000.0,"2,000","202,000"
4452141,455000.0,"4,550","459,550"
4453995,450000.0,"4,500","454,500"
4455713,370000.0,"3,700","373,700"
4457042,475000.0,"4,750","479,750"
4466360,825000.0,"8,250","833,250"
4452094,395000.0,"3,950","398,950"
4450070,685000.0,"6,850","691,850"
4448586,350000.0,"3,500","353,500"
4450934,225000.0,"2,250","227,250"
4451075,225000.0,"2,250","227,250"
4463733,222500.0,"2,225","224,725"
4435787,895000.0,"8,950","903,950"
4221068,335000.0,"3,350","338,350"
4468881,255000.0,"2,550","257,550"
4465325,100000.0,"1,000","101,000"
4462954,175000.0,"1,750","176,750"
4382071,695000.0,"6,950","701,950"
4462796,395000.0,"3,950","398,950"
4467378,229000.0,"2,290","231,290"
4449716,"140,000",,
4468452,425000.0,"4,250","429,250"
4451725,220000.0,"2,200","222,200"
4448355,235000.0,"2,350","237,350"
4441222,POA ,,
4449718,"140,000",,
4467067,"80,000",,
4464062,"75,000",,
4454067,495000.0,"4,950","499,950"
4454473,69900.0,699,"70,599"
4464366,329000.0,"3,290","332,290"
4460738,260000.0,"2,600","262,600"
4414999,495000.0,"4,950","499,950"
4468508,250000.0,"2,500","252,500"
4457983,275000.0,"2,750","277,750"
4455560,535000.0,"5,350","540,350"
4420181,265000.0,"2,650","267,650"
4416951,175000.0,"1,750","176,750"
4450396,375000.0,"3,750","378,750"
4462388,POA ,,
4456379,250000.0,"2,500","252,500"
4462047,130000.0,"1,300","131,300"
4459941,200000.0,"2,000","202,000"
4442338,425000.0,"4,250","429,250"
4463800,425000.0,"4,250","429,250"
4435594,1350000.0,"17,000","1,367,000"
4460513,430000.0,"4,300","434,300"
4422824,180000.0,"1,800","181,800"
4445292,525000.0,"5,250","530,250"
4455707,154000.0,"1,540","155,540"
4464190,379950.0,"3,799","383,749"
4438654,180000.0,"1,800","181,800"
4461957,355000.0,"3,550","358,550"
4445899,230000.0,"2,300","232,300"
4449976,384950.0,"3,849","388,799"
4450033,99000.0,990,"99,990"
4439656,130000.0,"1,300","131,300"
4439600,130000.0,"1,300","131,300"
4456355,775000.0,"7,750","782,750"
4449652,130000.0,"1,300","131,300"
4462637,359900.0,"3,599","363,499"
4466106,525000.0,"5,250","530,250"
4453545,182500.0,"1,825","184,325"
4415355,170000.0,"1,700","171,700"
4466674,190000.0,"1,900","191,900"
4443422,249950.0,"2,499","252,449"
4447418,249950.0,"2,499","252,449"
4463240,300000.0,"3,000","303,000"
4465120,230000.0,"2,300","232,300"
4444718,900000.0,"9,000","909,000"
4458059,265000.0,"2,650","267,650"
4457549,229000.0,"2,290","231,290"
4455040,360000.0,"3,600","363,600"
4465774,350000.0,"3,500","353,500"
4430948,230000.0,"2,300","232,300"
4466090,225000.0,"2,250","227,250"
4458170,284950.0,"2,849","287,799"
4463265,399000.0,"3,990","402,990"
4415160,395000.0,"3,950","398,950"
4454192,315000.0,"3,150","318,150"
4456176,650000.0,"6,500","656,500"
4462369,749950.0,"7,499","757,449"
4462451,270000.0,"2,700","272,700"
4447354,450000.0,"4,500","454,500"
4447048,350000.0,"3,500","353,500"
4458564,580000.0,"5,800","585,800"
4455201,420000.0,"4,200","424,200"
4466873,165000.0,"1,650","166,650"
4444665,525000.0,"5,250","530,250"
4456984,299950.0,"2,999","302,949"
4449374,88000.0,880,"88,880"
4459820,325000.0,"3,250","328,250"
4450519,349950.0,"3,499","353,449"
4462019,425000.0,"4,250","429,250"
4422205,100000.0,"1,000","101,000"
4456165,285000.0,"2,850","287,850"
4459033,120000.0,"1,200","121,200"
4450230,230000.0,"2,300","232,300"
4460270,340000.0,"3,400","343,400"
4416171,399000.0,"3,990","402,990"
4468773,365000.0,"3,650","368,650"
4438029,170000.0,"1,700","171,700"
4452208,465000.0,"4,650","469,650"
4458169,125000.0,"1,250","126,250"
4463880,350000.0,"3,500","353,500"
4417517,299950.0,"2,999","302,949"
4411963,895000.0,"8,950","903,950"
4437556,180000.0,"1,800","181,800"
4457678,259950.0,"2,599","262,549"
4462493,490000.0,"4,900","494,900"
4446675,165000.0,"1,650","166,650"
4412822,280000.0,"2,800","282,800"
4446353,320000.0,"3,200","323,200"
4269383,280000.0,"2,800","282,800"
4451278,190000.0,"1,900","191,900"
4414420,169000.0,"1,690","170,690"
4458982,270000.0,"2,700","272,700"
4463692,325000.0,"3,250","328,250"
4441357,95000.0,950,"95,950"
4460873,POA ,,
4466758,635000.0,"6,350","641,350"
4464196,275000.0,"2,750","277,750"
4464362,165000.0,"1,650","166,650"
4443324,120000.0,"1,200","121,200"
4466804,345000.0,"3,450","348,450"
4468959,395000.0,"3,950","398,950"
4385514,245000.0,"2,450","247,450"
4462591,325000.0,"3,250","328,250"
4420093,3000000.0,"50,000","3,050,000"
4460879,325000.0,"3,250","328,250"
4449117,335000.0,"3,350","338,350"
4324749,1535000.0,"20,700","1,555,700"
4458030,235000.0,"2,350","237,350"
4442466,545000.0,"5,450","550,450"
4462829,285000.0,"2,850","287,850"
4468629,2450000.0,"39,000","2,489,000"
4404743,295000.0,"2,950","297,950"
4467075,165000.0,"1,650","166,650"
4437397,260000.0,"2,600","262,600"
4467783,515000.0,"5,150","520,150"
4457905,695000.0,"6,950","701,950"
4463473,204950.0,"2,049","206,999"
4417603,100000.0,"1,000","101,000"
4466562,195000.0,"1,950","196,950"
4444164,160000.0,"1,600","161,600"
4442394,475000.0,"4,750","479,750"
4465716,80000.0,800,"80,800"
4456334,220000.0,"2,200","222,200"
4433908,800000.0,"8,000","808,000"
4467204,130000.0,"1,300","131,300"
4417742,269000.0,"2,690","271,690"
4435864,510000.0,"5,100","515,100"
4460854,850000.0,"8,500","858,500"
4462751,350000.0,"3,500","353,500"
4462638,339900.0,"3,399","343,299"
4407894,230000.0,"2,300","232,300"
4468365,180000.0,"1,800","181,800"
4462191,695000.0,"6,950","701,950"
4383348,1200000.0,"14,000","1,214,000"
4461819,320000.0,"3,200","323,200"
4463153,475000.0,"4,750","479,750"
4449058,540000.0,"5,400","545,400"
4461617,230000.0,"2,300","232,300"
4448553,740000.0,"7,400","747,400"
4463711,625000.0,"6,250","631,250"
4449173,260000.0,"2,600","262,600"
4224388,150000.0,"1,500","151,500"
4411459,595000.0,"5,950","600,950"
4455239,1100000.0,"12,000","1,112,000"
4452603,POA ,,
4458900,1200000.0,"14,000","1,214,000"
4243105,239000.0,"2,390","241,390"
4457077,420000.0,"4,200","424,200"
4464303,299000.0,"2,990","301,990"
4419458,195000.0,"1,950","196,950"
4464690,600000.0,"6,000","606,000"
4464151,150000.0,"1,500","151,500"
4459790,150000.0,"1,500","151,500"
4464223,335000.0,"3,350","338,350"
4465937,190000.0,"1,900","191,900"
4449970,309950.0,"3,099","313,049"
4467627,595000.0,"5,950","600,950"
4460948,69900.0,699,"70,599"
4431612,450000.0,"4,500","454,500"
4455071,245000.0,"2,450","247,450"
4105309,795000.0,"7,950","802,950"
4435289,165000.0,"1,650","166,650"
4437990,400000.0,"4,000","404,000"
4467962,65000.0,650,"65,650"
4455511,895000.0,"8,950","903,950"
4203010,825000.0,"8,250","833,250"
4444932,129000.0,"1,290","130,290"
4450610,615000.0,"6,150","621,150"
4465727,570000.0,"5,700","575,700"
4460554,150000.0,"1,500","151,500"
4451007,190000.0,"1,900","191,900"
4448422,125000.0,"1,250","126,250"
4392061,595000.0,"5,950","600,950"
4461316,145000.0,"1,450","146,450"
4436076,309950.0,"3,099","313,049"
4438030,170000.0,"1,700","171,700"
4467970,289000.0,"2,890","291,890"
4460042,285000.0,"2,850","287,850"
4466421,765000.0,"7,650","772,650"
4457736,165000.0,"1,650","166,650"
4453801,3450000.0,"59,000","3,509,000"
4413246,520000.0,"5,200","525,200"
4419365,190000.0,"1,900","191,900"
4466822,530000.0,"5,300","535,300"
4462336,455000.0,"4,550","459,550"
4450740,285000.0,"2,850","287,850"
4465992,130000.0,"1,300","131,300"
4462079,300000.0,"3,000","303,000"
4443266,120000.0,"1,200","121,200"
4465015,154500.0,"1,545","156,045"
4412737,365000.0,"3,650","368,650"
4464883,200000.0,"2,000","202,000"
4417516,120000.0,"1,200","121,200"
4377882,295000.0,"2,950","297,950"
4464844,495000.0,"4,950","499,950"
4453989,385000.0,"3,850","388,850"
4452704,280000.0,"2,800","282,800"
4418234,170000.0,"1,700","171,700"
4415262,290000.0,"2,900","292,900"
4447342,299950.0,"2,999","302,949"
4461353,129950.0,"1,299","131,249"
4446279,550000.0,"5,500","555,500"
4454234,420000.0,"4,200","424,200"
4458939,180000.0,"1,800","181,800"
4467833,275000.0,"2,750","277,750"
4467719,220000.0,"2,200","222,200"
4431832,159950.0,"1,599","161,549"
4460372,340000.0,"3,400","343,400"
4464989,370000.0,"3,700","373,700"
4251273,173000.0,"1,730","174,730"
4467013,575000.0,"5,750","580,750"
4465708,170000.0,"1,700","171,700"
4440647,285000.0,"2,850","287,850"
4419939,1195000.0,"13,900","1,208,900"
4446576,315000.0,"3,150","318,150"
4466789,235000.0,"2,350","237,350"
4444383,325000.0,"3,250","328,250"
4460041,"135,000",,
4447910,450000.0,"4,500","454,500"
4452529,239000.0,"2,390","241,390"
4423003,160000.0,"1,600","161,600"
4444783,175000.0,"1,750","176,750"
4425412,380000.0,"3,800","383,800"
4453150,145000.0,"1,450","146,450"
4466824,295000.0,"2,950","297,950"
4467079,324950.0,"3,249","328,199"
4454708,375000.0,"3,750","378,750"
4463934,235000.0,"2,350","237,350"
4434451,349000.0,"3,490","352,490"
4454237,265000.0,"2,650","267,650"
4435670,249950.0,"2,499","252,449"
4449375,238500.0,"2,385","240,885"
4466383,220000.0,"2,200","222,200"
4466366,499950.0,"4,999","504,949"
4467304,399000.0,"3,990","402,990"
4461274,525000.0,"5,250","530,250"
4382896,310000.0,"3,100","313,100"
4458855,430000.0,"4,300","434,300"
4461248,925000.0,"9,250","934,250"
4438973,159900.0,"1,599","161,499"
4453561,220000.0,"2,200","222,200"
4461462,220000.0,"2,200","222,200"
4458306,695000.0,"6,950","701,950"
4448597,349500.0,"3,495","352,995"
4453899,130000.0,"1,300","131,300"
4454533,285000.0,"2,850","287,850"
4468337,360000.0,"3,600","363,600"
4465883,645000.0,"6,450","651,450"
4441855,125000.0,"1,250","126,250"
4437056,149000.0,"1,490","150,490"
4450890,595000.0,"5,950","600,950"
4463790,174500.0,"1,745","176,245"
4464840,198000.0,"1,980","199,980"
4467548,425000.0,"4,250","429,250"
4466412,1195000.0,"13,900","1,208,900"
4468146,275000.0,"2,750","277,750"
4406226,375000.0,"3,750","378,750"
4351531,750000.0,"7,500","757,500"
4448078,220000.0,"2,200","222,200"
4461154,530000.0,"5,300","535,300"
4468206,140000.0,"1,400","141,400"
4323102,295000.0,"2,950","297,950"
4463710,525000.0,"5,250","530,250"
4453846,359000.0,"3,590","362,590"
4404580,525000.0,"5,250","530,250"
4394849,360000.0,"3,600","363,600"
4465324,249000.0,"2,490","251,490"
4460360,475000.0,"4,750","479,750"
4438038,175000.0,"1,750","176,750"
4448795,272000.0,"2,720","274,720"
4465572,275000.0,"2,750","277,750"
4466131,185000.0,"1,850","186,850"
4418103,199000.0,"1,990","200,990"
4145729,425000.0,"4,250","429,250"
4449077,550000.0,"5,500","555,500"
4437194,285000.0,"2,850","287,850"
4461439,269950.0,"2,699","272,649"
4455273,190000.0,"1,900","191,900"
4445957,615000.0,"6,150","621,150"
4460669,295000.0,"2,950","297,950"
4445112,70000.0,700,"70,700"
4466192,290000.0,"2,900","292,900"
4422741,255000.0,"2,550","257,550"
4466596,475000.0,"4,750","479,750"
4440100,549000.0,"5,490","554,490"
4467250,375000.0,"3,750","378,750"
